(2.0, 84, 372.8489508628845)
(1.0, 53, 373.4519519805908)
(2.0, 102, 374.6004617214203)
(2.0, 84, 375.56549191474915)
(1.0, 53, 376.2244920730591)
(3.0, 151, 378.0564911365509)
(3.0, 131, 379.64349150657654)
(4.0, 174, 381.831515789032)
(0.0, 24, 382.1205141544342)
(1.0, 53, 382.7775146961212)
(4.0, 155, 384.552551984787)
(1.0, 53, 385.2155532836914)
(1.0, 53, 385.8405508995056)
(1.0, 53, 386.4645507335663)
(1.0, 53, 387.1735510826111)
(3.0, 131, 388.733060836792)
(3.0, 131, 390.28357553482056)
(1.0, 53, 390.95157647132874)
(1.0, 53, 391.7035753726959)
(1.0, 53, 392.323575258255)
(1.0, 53, 392.9345781803131)
(1.0, 53, 393.5685772895813)
(1.0, 53, 394.227575302124)
(1.0, 53, 394.8666627407074)
(5.0, 194, 397.09268283843994)
(3.0, 131, 398.6546838283539)
(3.0, 131, 400.3271939754486)
(3.0, 131, 401.9387056827545)
(1.0, 53, 402.59371519088745)
(1.0, 53, 403.2707130908966)
(3.0, 131, 404.7962415218353)
(1.0, 53, 405.4162425994873)
(1.0, 53, 406.08824133872986)
(1.0, 53, 406.73124146461487)
(1.0, 53, 407.4112505912781)
(1.0, 53, 408.0572500228882)
(2.0, 87, 409.09076046943665)
(3.0, 131, 410.63677048683167)
(4.0, 170, 412.6157953739166)
(3.0, 131, 414.0887961387634)
(3.0, 131, 415.59579515457153)
(2.0, 87, 416.6168382167816)
(4.0, 170, 418.6888382434845)
(2.0, 103, 419.952840089798)
(3.0, 130, 421.60283970832825)
(1.0, 53, 422.30783915519714)
(4.0, 170, 424.31388235092163)
(3.0, 131, 425.947881937027)
(2.0, 102, 427.09290623664856)
(3.0, 151, 428.8439064025879)
(1.0, 53, 429.473917722702)
(1.0, 53, 430.0859160423279)
(3.0, 131, 431.6159143447876)
(2.0, 87, 432.62391448020935)
(1.0, 53, 433.2234311103821)
(3.0, 131, 434.749431848526)
(5.0, 198, 436.9914309978485)
(3.0, 148, 438.6984314918518)
(1.0, 53, 439.3749477863312)
(2.0, 102, 440.71195578575134)
(2.0, 102, 441.95895648002625)
(4.0, 172, 444.0439555644989)
(3.0, 130, 445.5809817314148)
(3.0, 116, 446.9174964427948)
(3.0, 130, 448.3505148887634)
(2.0, 104, 449.5715141296387)
(1.0, 53, 450.2675132751465)
(3.0, 130, 451.80951499938965)
(1.0, 53, 452.4120247364044)
(1.0, 53, 453.0340256690979)
(1.0, 53, 453.69402408599854)
(1.0, 53, 454.29502391815186)
(2.0, 102, 455.43253540992737)
(2.0, 87, 456.42253398895264)
(2.0, 102, 457.5775351524353)
(3.0, 131, 459.04553484916687)
(1.0, 53, 459.72455406188965)
(1.0, 53, 460.41755414009094)
(3.0, 131, 462.11855578422546)
(1.0, 53, 462.74055433273315)
(1.0, 53, 463.4325556755066)
(1.0, 53, 464.1315755844116)
(1.0, 53, 464.77608346939087)
(1.0, 53, 465.39108300209045)
(1.0, 53, 466.02808380126953)
(1.0, 53, 466.69608449935913)
(2.0, 102, 467.84808373451233)
(1.0, 53, 468.5030827522278)
(3.0, 131, 470.0181038379669)
(1.0, 53, 470.62410402297974)
(1.0, 53, 471.2321038246155)
(1.0, 53, 471.8781352043152)
(2.0, 102, 473.04113483428955)
(3.0, 118, 474.4221348762512)
(3.0, 130, 475.8531382083893)
(2.0, 102, 477.03516387939453)
(2.0, 104, 478.2081632614136)
(1.0, 53, 478.8241629600525)
(1.0, 53, 479.450163602829)
(1.0, 53, 480.1681640148163)
(1.0, 53, 480.943163394928)
(1.0, 53, 481.6991639137268)
(3.0, 150, 483.7116765975952)
(1.0, 53, 484.5386791229248)
(3.0, 150, 486.4406771659851)
(1.0, 53, 487.07818818092346)
(2.0, 87, 488.1051902770996)
(1.0, 53, 488.7531886100769)
(1.0, 53, 489.36618852615356)
(2.0, 87, 490.3916974067688)
(2.0, 86, 491.50469994544983)
(3.0, 137, 493.07869720458984)
(3.0, 134, 494.65421199798584)
(1.0, 53, 495.32020926475525)
(2.0, 87, 496.37120938301086)
(1.0, 53, 496.9892086982727)
(1.0, 53, 497.6262090206146)
(2.0, 87, 498.61672472953796)
(7.0, 243, 501.42274165153503)
(1.0, 53, 502.080739736557)
(2.0, 103, 503.47274017333984)
(3.0, 135, 505.1402590274811)
(4.0, 159, 507.0522828102112)
(1.0, 53, 507.68928265571594)
(3.0, 136, 509.2982850074768)
(2.0, 103, 510.54731464385986)
(4.0, 172, 512.4943146705627)
(5.0, 167, 514.4843397140503)
(4.0, 157, 516.3873388767242)
(2.0, 102, 517.5983619689941)
(0.0, 24, 517.8933618068695)
(4.0, 171, 519.8873646259308)
(1.0, 53, 520.4953622817993)
(3.0, 148, 522.2473635673523)
(4.0, 170, 524.3313620090485)
(0.0, 24, 524.6403796672821)
(3.0, 118, 526.1769149303436)
(4.0, 169, 528.2029137611389)
(3.0, 131, 529.7544543743134)
(1.0, 53, 530.4224843978882)
(4.0, 142, 532.1114823818207)
(2.0, 87, 533.1304821968079)
(3.0, 131, 534.6814908981323)
(2.0, 87, 535.6774907112122)
(3.0, 131, 537.1624939441681)
(3.0, 130, 538.637001991272)
(1.0, 53, 539.2530019283295)
(1.0, 53, 539.855518579483)
(3.0, 118, 541.1945290565491)
(6.0, 203, 543.6860597133636)
(2.0, 87, 544.860568523407)
(3.0, 133, 546.588568687439)
(3.0, 133, 548.2300791740417)
(2.0, 87, 549.215078830719)
(4.0, 156, 551.0460798740387)
(4.0, 140, 552.6685953140259)
(1.0, 53, 553.2995963096619)
(2.0, 87, 554.367594242096)
(3.0, 134, 555.86159491539)
(2.0, 87, 556.9061059951782)
(3.0, 133, 558.4551064968109)
(2.0, 84, 559.4131047725677)
(5.0, 166, 561.3321046829224)
(5.0, 195, 563.5596148967743)
(3.0, 133, 565.1811265945435)
(2.0, 87, 566.257128238678)
(2.0, 87, 567.3051354885101)
(2.0, 87, 568.4141356945038)
(2.0, 84, 569.4226641654968)
(2.0, 84, 570.4106638431549)
(2.0, 84, 571.4006640911102)
(4.0, 156, 573.2311751842499)
(6.0, 205, 575.6411726474762)
(2.0, 120, 577.1261823177338)
(2.0, 102, 578.4101803302765)
(2.0, 84, 579.3411803245544)
(2.0, 102, 580.504693031311)
(3.0, 119, 581.894711971283)
(4.0, 156, 583.6557099819183)
(7.0, 260, 586.9442191123962)
(1.0, 53, 587.6072189807892)
(3.0, 130, 589.2202212810516)
(6.0, 202, 591.6167280673981)
(3.0, 130, 593.1322402954102)
(4.0, 155, 594.9712884426117)
(0.0, 24, 595.2792897224426)
(3.0, 135, 596.8418271541595)
(8.0, 168, 598.905827999115)
(4.0, 140, 600.5078268051147)
(3.0, 132, 601.9998526573181)
(2.0, 84, 602.969850063324)
(2.0, 120, 604.3418507575989)
(3.0, 119, 605.8323571681976)
(4.0, 172, 608.0838713645935)
(2.0, 84, 609.0643832683563)
(4.0, 157, 610.97989320755)
(4.0, 155, 612.7679090499878)
(3.0, 135, 614.3954222202301)
(5.0, 179, 616.5109360218048)
(3.0, 130, 618.0809371471405)
(3.0, 130, 619.6344571113586)
(2.0, 86, 620.6589636802673)
(3.0, 135, 622.2204747200012)
(4.0, 173, 624.2244725227356)
(3.0, 132, 625.7724740505219)
(6.0, 223, 628.5914726257324)
(0.0, 24, 628.9214735031128)
(5.0, 177, 631.0964732170105)
(5.0, 179, 633.1865520477295)
(2.0, 102, 634.3655495643616)
(3.0, 130, 635.8255505561829)
(3.0, 117, 637.1675503253937)
(5.0, 164, 639.0855705738068)
(3.0, 130, 640.7041480541229)
(4.0, 153, 642.5636825561523)
(5.0, 178, 644.7829520702362)
(4.0, 154, 646.6299695968628)
(2.0, 86, 647.8479697704315)
(2.0, 120, 649.3779947757721)
(3.0, 135, 651.005012512207)
(3.0, 130, 652.5370333194733)
(7.0, 225, 655.1080508232117)
(3.0, 132, 656.6210527420044)
(2.0, 102, 657.795078754425)
(5.0, 166, 659.6417100429535)
(4.0, 169, 661.5445330142975)
(3.0, 170, 663.4900460243225)
(4.0, 152, 665.2350769042969)
(3.0, 117, 666.564126253128)
(4.0, 154, 668.4846448898315)
(3.0, 132, 670.1576445102692)
(5.0, 181, 672.4306757450104)
(3.0, 132, 673.9741864204407)
(2.0, 102, 675.1691846847534)
(4.0, 187, 677.3811857700348)
(4.0, 154, 679.1971852779388)
(3.0, 132, 680.7472112178802)
(3.0, 133, 682.297212600708)
(5.0, 177, 684.304230928421)
(4.0, 153, 686.0607380867004)
(5.0, 178, 688.0847463607788)
(4.0, 140, 689.8327648639679)
(4.0, 154, 691.6377663612366)
(4.0, 187, 694.0117638111115)
(5.0, 216, 696.5892789363861)
(3.0, 130, 698.1327879428864)
(3.0, 130, 699.8117878437042)
(3.0, 130, 701.5217885971069)
(3.0, 130, 703.0898101329803)
(3.0, 130, 704.5748085975647)
(3.0, 130, 706.072318315506)
(11.0, 424, 711.0493659973145)
(3.0, 130, 712.7713966369629)
(4.0, 154, 714.732396364212)
(2.0, 102, 715.969419002533)
(7.0, 226, 718.6454367637634)
(3.0, 130, 720.1312878131866)
(3.0, 149, 722.0693182945251)
(4.0, 154, 723.907369852066)
(3.0, 170, 725.8773701190948)
(3.0, 130, 727.3013701438904)
(5.0, 179, 729.3073873519897)
(4.0, 173, 731.5888998508453)
(0.0, 24, 731.9478974342346)
(3.0, 151, 733.8284065723419)
(0.0, 24, 734.146407365799)
(3.0, 149, 736.0484251976013)
(3.0, 130, 737.6064255237579)
(3.0, 130, 739.0974278450012)
(4.0, 153, 740.8739330768585)
(4.0, 153, 742.5929551124573)
(3.0, 149, 744.2609553337097)
(4.0, 142, 745.9139976501465)
(3.0, 149, 747.5975210666656)
(4.0, 154, 749.3305230140686)
(5.0, 179, 751.4710988998413)
(0.0, 24, 751.770099401474)
(5.0, 179, 754.165100812912)
(3.0, 130, 755.8041205406189)
(3.0, 130, 757.4026300907135)
(4.0, 152, 759.1896295547485)
(7.0, 226, 761.8306288719177)
(3.0, 130, 763.4101383686066)
(3.0, 130, 764.9051373004913)
(4.0, 154, 766.698136806488)
(3.0, 130, 768.148175239563)
(3.0, 130, 769.6136846542358)
